date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:03:50	1244433/1244433	---M--	200	added ('OK')	image/png	etag:%2212fd11-6694174e-124f1ab33b0e589b;;;%22	https://farmrioquizz.site/quizz/images/farmrio-image2.png	D:/quiz-responda/farmrioquizz.site/quizz/images/farmrio-image2.png	(from https://farmrioquizz.site/quizz/)
20:03:50	597/597	---M-Z	200	added ('OK')	application/x-javascript	etag:%22255-66941750-1411612ae7f33d03;gz%22	https://farmrioquizz.site/quizz/js/hideAllExcept.js	D:/quiz-responda/farmrioquizz.site/quizz/js/hideAllExcept.js	(from https://farmrioquizz.site/quizz/)
20:03:51	3404/3404	---M-Z	200	added ('OK')	application/x-javascript	etag:%22d4c-66941750-ee304129cc0907ec;gz%22	https://farmrioquizz.site/quizz/js/selectedCard.js	D:/quiz-responda/farmrioquizz.site/quizz/js/selectedCard.js	(from https://farmrioquizz.site/quizz/)
20:03:51	442/442	---M-Z	200	added ('OK')	application/x-javascript	etag:%221ba-66941751-477f51fd2b986d6d;gz%22	https://farmrioquizz.site/quizz/js/selectedResponse.js	D:/quiz-responda/farmrioquizz.site/quizz/js/selectedResponse.js	(from https://farmrioquizz.site/quizz/)
20:03:51	1946/1946	---M-Z	200	added ('OK')	application/x-javascript	etag:%2279a-6694174f-fcb3d6a03e5b67dd;gz%22	https://farmrioquizz.site/quizz/js/buttonCheck.js	D:/quiz-responda/farmrioquizz.site/quizz/js/buttonCheck.js	(from https://farmrioquizz.site/quizz/)
20:03:51	1251246/1251246	---M--	200	added ('OK')	image/png	etag:%221317ae-6694174e-f94004569f8d9937;;;%22	https://farmrioquizz.site/quizz/images/farmrio-image3.png	D:/quiz-responda/farmrioquizz.site/quizz/images/farmrio-image3.png	(from https://farmrioquizz.site/quizz/)
20:03:51	375/375	---M-Z	200	added ('OK')	application/x-javascript	etag:%22177-66941750-5d03a744750ba309;gz%22	https://farmrioquizz.site/quizz/js/popup.js	D:/quiz-responda/farmrioquizz.site/quizz/js/popup.js	(from https://farmrioquizz.site/quizz/)
20:03:52	1919/1919	---M-Z	200	added ('OK')	application/x-javascript	etag:%2277f-66941751-a2f41a14956ce8d7;gz%22	https://farmrioquizz.site/quizz/js/sendResponse.js	D:/quiz-responda/farmrioquizz.site/quizz/js/sendResponse.js	(from https://farmrioquizz.site/quizz/)
20:03:52	47992/47992	---M-Z	200	added ('OK')	application/x-javascript	etag:%22bb78-66941750-dd7166d426a208d6;gz%22	https://farmrioquizz.site/quizz/js/crypto-js.min.js	D:/quiz-responda/farmrioquizz.site/quizz/js/crypto-js.min.js	(from https://farmrioquizz.site/quizz/)
20:03:52	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-628f381a-2fbf4a7a04f99431;gz%22	https://farmrioquizz.site/quizz/a	D:/quiz-responda/farmrioquizz.site/quizz/a	(from https://connect.facebook.net/en_US/fbevents.js)
20:03:52	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-628f381a-2fbf4a7a04f99431;gz%22	https://farmrioquizz.site/quizz/POST	D:/quiz-responda/farmrioquizz.site/quizz/POST	(from https://connect.facebook.net/en_US/fbevents.js)
20:03:53	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-628f381a-2fbf4a7a04f99431;gz%22	https://farmrioquizz.site/quizz/b.resolvedLink	D:/quiz-responda/farmrioquizz.site/quizz/b.resolvedLink	(from https://connect.facebook.net/en_US/fbevents.js)
20:03:53	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-628f381a-2fbf4a7a04f99431;gz%22	https://farmrioquizz.site/quizz/schema.org/	D:/quiz-responda/farmrioquizz.site/quizz/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
20:03:53	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-628f381a-2fbf4a7a04f99431;gz%22	https://farmrioquizz.site/signals/iwl.js	D:/quiz-responda/farmrioquizz.site/signals/iwl.js	(from https://connect.facebook.net/en_US/fbevents.js)
20:03:54	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-628f381a-2fbf4a7a04f99431;gz%22	https://farmrioquizz.site/quizz/css/assets/images/bg__header--mob.png	D:/quiz-responda/farmrioquizz.site/quizz/css/assets/images/bg__header--mob.png	(from https://farmrioquizz.site/quizz/css/style.css)
20:03:54	117372/117372	---M--	200	added ('OK')	font/woff2	etag:%221ca7c-6694174c-ee598247c1c4df14;;;%22	https://farmrioquizz.site/quizz/fonts/fa-brands-400.woff2	D:/quiz-responda/farmrioquizz.site/quizz/fonts/fa-brands-400.woff2	(from https://farmrioquizz.site/quizz/css/all.min.css)
20:03:54	207972/207972	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2232c64-6694174c-beb09a5f639743ae;gz%22	https://farmrioquizz.site/quizz/fonts/fa-brands-400.ttf	D:/quiz-responda/farmrioquizz.site/quizz/fonts/fa-brands-400.ttf	(from https://farmrioquizz.site/quizz/css/all.min.css)
20:03:54	25452/25452	---M--	200	added ('OK')	font/woff2	etag:%22636c-6694174c-979ebe818c685c7;;;%22	https://farmrioquizz.site/quizz/fonts/fa-regular-400.woff2	D:/quiz-responda/farmrioquizz.site/quizz/fonts/fa-regular-400.woff2	(from https://farmrioquizz.site/quizz/css/all.min.css)
20:03:55	68004/68004	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22109a4-6694174c-5270bb2eb3a649f9;gz%22	https://farmrioquizz.site/quizz/fonts/fa-regular-400.ttf	D:/quiz-responda/farmrioquizz.site/quizz/fonts/fa-regular-400.ttf	(from https://farmrioquizz.site/quizz/css/all.min.css)
20:03:55	156496/156496	---M--	200	added ('OK')	font/woff2	etag:%2226350-6694174d-ef808415aa29011b;;;%22	https://farmrioquizz.site/quizz/fonts/fa-solid-900.woff2	D:/quiz-responda/farmrioquizz.site/quizz/fonts/fa-solid-900.woff2	(from https://farmrioquizz.site/quizz/css/all.min.css)
20:03:55	419720/419720	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2266788-6694174d-4802d03636903ad9;gz%22	https://farmrioquizz.site/quizz/fonts/fa-solid-900.ttf	D:/quiz-responda/farmrioquizz.site/quizz/fonts/fa-solid-900.ttf	(from https://farmrioquizz.site/quizz/css/all.min.css)
20:03:55	4792/4792	---M--	200	added ('OK')	font/woff2	etag:%2212b8-6694174d-622d58f3fce65d;;;%22	https://farmrioquizz.site/quizz/fonts/fa-v4compatibility.woff2	D:/quiz-responda/farmrioquizz.site/quizz/fonts/fa-v4compatibility.woff2	(from https://farmrioquizz.site/quizz/css/all.min.css)
20:03:56	10832/10832	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%222a50-6694174d-9fd323b03391db63;gz%22	https://farmrioquizz.site/quizz/fonts/fa-v4compatibility.ttf	D:/quiz-responda/farmrioquizz.site/quizz/fonts/fa-v4compatibility.ttf	(from https://farmrioquizz.site/quizz/css/all.min.css)
20:03:56	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-628f381a-2fbf4a7a04f99431;gz%22	https://farmrioquizz.site/quizz/assets/check.mp3	D:/quiz-responda/farmrioquizz.site/quizz/assets/check.mp3	(from https://farmrioquizz.site/quizz/js/sendResponse.js)
